109,0.16,QNRBNKBR
217,0.16,NQRBBKNR
226,0.16,BNRQKBNR
257,0.16,BNRBKNQR
509,0.16,RQNBKNBR
600,0.16,RBQNBKRN
631,0.16,RNBKQRNB
649,0.16,RNKBBRQN
796,0.16,RBQKNRBN
218,0.15,NQRKBBNR
471,0.15,RNBNKRQB
579,0.15,BQRNKRNB
180,0.14,NBBRNKRQ
641,0.14,BRNBKRQN
691,0.14,BRQKNNRB
514,0.13,BRNQKBNR
521,0.13,RNQBBKNR
552,0.13,RBNKBNQR
663,0.13,RNBKRNQB
675,0.13,BQRKNNRB
701,0.13,RQKBNNBR
719,0.13,RKQNNRBB
44,0.12,NBNQRKBR
163,0.12,BNRNKQRB
210,0.12,BNQRKBNR
269,0.12,NRKBNQBR
593,0.12,BRQBNKRN
29,0.11,NQNBRKBR
603,0.11,RQNKBRNB
194,0.1,BQNRKBNR
204,0.09,QBNRKNBR
774,0.09,QRBKNBRN
497,0.08,BRQBNKNR
247,0.07,NRBKQNRB
644,-0.01,RBBNKRQN
